month,RT_count,followers_count,sentiment,binary_opinion,year,week_number,norm_followers_count,norm_RT_count,tweet_value,stablity,indicator,macron,fillion,lePen,hamon
2016-12,9845972.0,484349753.0,60498.95,60837,221614848.0,5575454.0,14.373845985237502,110022.94394569106,14.377378013151601,7.625943409464366,0.530412666516008,0.8606739030984035,0.15378014426594755,0.4970726620978149,0.9906835858375622
2017-01,236472564.0,2241917375.0,224366.5,205721,912833690.0,1764686.0,66.53244862886912,454850.28662623063,66.57671340976935,34.289079278818065,0.5150311200820938,0.8620027532979474,0.1193879580513206,0.8632638061055137,0.9858088074263185
2017-02,386143343.0,6026936005.0,600663.55,584892,2304827917.0,7565943.0,178.8588708101449,1146424.5503601632,178.9499624921816,94.24369092754002,0.5266482854482719,0.8314594559483316,0.1043593473120383,0.8386750903133052,0.999024985964542
2017-03,518625919.0,8077939126.0,964515.9,1002250,3563950252.0,19253612.0,239.72563660055803,1771957.0695833294,239.84722210039342,126.76837876577905,0.5285380320674188,0.8296089371739862,0.15725302276600658,0.8652982127661292,0.9990535292270702
2017-04,112318206.0,842311715.0,165335.75,185492,584514498.0,4091246.0,24.996934112137897,290877.0757644427,25.026500345447523,14.721861912139019,0.5882509223794455,0.8222757799380811,0.2185199276503771,0.596223118898921,0.998403039951519
