day,RT_count,followers_count,sentiment,binary_opinion,year,week_number,norm_followers_count,norm_RT_count,tweet_value,stablity,indicator,macron,fillion,lePen,hamon
2017-03-06,13496834.0,370741616.0,32354.95,31651,127428009.0,631770.0,11.002344598495261,63307.14892529628,11.005782925250113,5.054174848031877,0.45922901463341537,0.9167769917140403,0.17493099439404594,0.8445948900183916,0.9985374698541208
2017-03-07,7003760.0,266509437.0,28725.1,28557,104387818.0,517540.0,7.909089614112712,51821.53671542771,7.91140931144111,4.5739705454740065,0.5781486414638343,0.8863697277533661,0.2835847732468586,0.9364949376057926,0.9992267769412939
2017-03-08,6492445.0,255181667.0,28194.75,28350,100121863.0,496390.0,7.5729200995673125,49701.606144470265,7.575006702338877,3.978855277814143,0.5252609580643173,0.6756154356647717,0.1794982407464748,0.9598477921572464,0.9959076324581954
2017-03-09,5867764.0,275660743.0,29555.25,32451,101364335.0,502550.0,8.18066911259091,50311.582393951954,8.182420790089077,4.641887604162137,0.5673000354350639,0.8093668677928332,0.1471680714904776,0.9446784735562272,0.998885160647163
2017-03-10,6634839.0,194613077.0,23803.55,26330,82908785.0,411050.0,5.775451268808982,41168.97923878769,5.776842130422981,3.3012923028654155,0.5714700572272163,0.8195807790270823,0.11779879645240621,0.879058369060785,0.9995875658083724
2017-03-11,5267743.0,98094673.0,18927.8,21288,65177338.0,323140.0,2.9111147738610192,32364.7964379044,2.9126893051264244,1.7429814857982968,0.598409683700419,0.8274382700369924,0.20281032869923452,0.89621392339799,0.9964911236738179
2017-03-12,6651790.0,172222480.0,26237.1,26889,95583613.0,473890.0,5.110974842833555,47453.142695968294,5.112697358723443,2.467086408540597,0.4825410610958964,0.6371178186624894,0.12373772364271943,0.916384659268235,0.9850222329475734
2017-03-13,6442982.0,259382973.0,30326.3,29985,107477862.0,586146.0,7.697600508727868,53348.12917659084,7.699266839055578,4.352347040698828,0.565293700254803,0.8508611559648643,0.24437607093506158,0.9047821368383017,0.998158699805372
2017-03-14,10361511.0,420445760.0,32459.3,28900,130536206.0,711898.0,12.477393788174659,64817.91524835347,12.480043122107503,5.841037016521058,0.46803019503787446,0.8627483353504154,0.06760030307128512,0.9417922647894658,0.9974245333765606
2017-03-15,8927863.0,251192437.0,23713.2,23636,90871901.0,495583.0,7.454533381571631,45139.09069168683,7.456872547432898,3.7062683184306224,0.49702717792951173,0.8834763135976563,0.07950384909056339,0.9653463265483456,0.9991574484795235
2017-03-16,3846736.0,175727794.0,19837.05,21134,70958060.0,386980.0,5.215000587151208,35217.09377742206,5.216203737916471,3.080489081604168,0.5905614957506663,0.8951653557498225,0.12926644675432075,0.8216397178720137,0.9996793328466993
2017-03-17,3987441.0,188116733.0,20624.4,21643,77188573.0,420959.0,5.5826619723455195,38307.45058484325,5.583952939625519,2.9503692151216976,0.5283657020432484,0.8777117436800224,0.114788262171372,0.9498618708952015,0.999692346303224
2017-03-18,4787589.0,137329638.0,20603.5,23340,72674527.0,396341.0,4.075474496671044,36077.16635005738,4.076827689321139,2.5384925348975327,0.6226636807699457,0.8951402444713635,0.11009650544340763,0.8321724274040548,0.9984772546774499
2017-03-19,5907062.0,188837360.0,30115.6,35023,103098955.0,562265.0,5.604047719827884,51171.96134152339,5.605804524939662,3.2571919872146373,0.5810391662291677,0.7897012307761863,0.20221252779928178,0.5917837204446146,0.9997050801273031
2017-03-20,22251139.0,261567191.0,42697.5,49837,148979654.0,886344.0,7.762420637025081,74076.5660106265,7.767027795958361,4.67453432923748,0.6018433887503163,0.8665053803770134,0.34348366647580547,0.7641861878060332,0.9997278901476363
2017-03-21,138729468.0,204005524.0,40713.25,49018,143921018.0,856248.0,6.054187008357312,72691.75751906888,6.076616871583734,3.8449673116191128,0.6327480229335256,0.8483215749441871,0.29983786784668803,0.9435864853839675,0.9998137490096601
2017-03-22,75914866.0,192809553.0,27143.5,29205,98833000.0,588000.0,5.721928837867059,49732.0411752794,5.736812241276703,3.036438936763652,0.529290276386648,0.7382127365959705,0.10521843505298059,0.8475015417428431,0.99973829943532
2017-03-23,27109574.0,271108169.0,41004.549999999996,42066,153677247.0,914292.0,8.045564269227036,76452.41552317677,8.051705430872307,4.555237021789819,0.5657480965863294,0.8337132602227564,0.23855215314725908,0.691135838816215,0.9999536621067936
2017-03-24,21091446.0,333179338.0,37020.2,35038,152509404.0,907344.0,9.887624511445532,75815.38318081445,9.893174165567673,4.578565708165662,0.46280047551381026,0.793693652010446,0.10384659133041209,0.7650642787170449,0.9991158140617405
2017-03-25,12351434.0,158121291.0,28574.0,28207,103992486.0,618696.0,4.692499727198005,51677.10392177661,4.69595697149851,2.515530829281844,0.535680127511714,0.8972020929432223,0.10472389156542652,0.8676674808814056,0.9986982175286576
2017-03-26,12465542.0,166527505.0,30516.25,33578,107965976.0,642336.0,4.941967440573606,53648.20425638602,4.947024964270462,2.8288493294201524,0.571828391781185,0.8538241691306132,0.15201054462047286,0.913217162244926,0.9998153284330318
2017-03-27,10114718.0,164926607.0,29113.55,31705,100841932.0,649948.0,4.894458257080588,50093.53544256193,4.89722301252905,2.670299683371198,0.5452681400335467,0.8449632762612328,0.17577184163737852,0.9533780744580612,0.9973020824743414
2017-03-28,5445554.0,155190190.0,21394.8,22366,75242168.0,484952.0,4.605514663036785,37356.51105561073,4.607651003131916,2.503110564145668,0.5432509021287097,0.858218521395054,0.08959849787780286,0.945226201586932,0.9999844863787808
2017-03-29,8873792.0,370435280.0,36710.2,42552,136161619.0,877591.0,10.993253592550774,67592.56928922018,10.995979845390696,6.621334839434799,0.6021596012846764,0.7478668171414893,0.15263452287495832,0.907691642628833,0.9996157742595689
2017-03-30,7512866.0,218424003.0,27371.75,31906,102245764.0,658996.0,6.482078207235205,50764.445985169186,6.484182598283192,3.7258776158271814,0.5746102240880256,0.8172505521142479,0.2754413129670547,0.8915800136578793,0.9999319888926541
2017-03-31,8513881.0,150973918.0,27262.95,31602,97199230.0,626470.0,4.4803901141245674,48272.098695312576,4.482631125538457,2.754614107250774,0.614508316679724,0.8746082862042837,0.2638764229080289,0.825219334332633,0.999971273503971
2017-04-01,10147707.0,121859147.0,34541.25,37435,114135979.0,735631.0,3.616363175621185,56684.85355293482,3.6194519671421723,2.386059726229582,0.6592323224318278,0.828549985677066,0.2966683570142576,0.8123126397474477,0.9980621453214668
2017-04-02,11774422.0,113740932.0,28410.05,32055,102096506.0,658034.0,3.375442288674754,50731.53983973463,3.3789324744195746,2.048783080832836,0.6063403445742938,0.7779836429829086,0.261708883023172,0.7399422133608853,0.997505652288625
2017-04-03,5255755.0,120986147.0,12549.65,12712,48750890.0,338380.0,3.590455518050619,24220.680838548546,3.591929656887711,2.0447447261477456,0.5692607933529105,0.8744972955017674,0.13053765023927824,0.512466998949045,0.9988221852016315
2017-04-05,19174391.0,55078592.0,9395.4,10482,34458428.0,239176.0,1.6345444455955662,17268.897167873638,1.6380991351245224,0.8229965076436105,0.5024094635035927,0.6266831439877218,0.14332282867439938,0.7249875315503214,1.0
2017-04-10,4741043.0,82992120.0,14098.699999999999,15751,52151552.0,387840.0,2.4629225956647676,25901.71751058311,2.46459274921803,1.4002575248402769,0.5681496568893798,0.8077851456166829,0.31444953987219254,0.39484567038384627,0.9998928316110612
2017-04-11,24564420.0,163776410.0,34722.35,39246,122314914.0,909630.0,4.860324339537985,60878.872800208286,4.865932725034376,2.87590760180746,0.5910290512261743,0.8825916480547686,0.2115638045993364,0.7650764933068213,0.9984748691209072
2017-04-12,36660468.0,183878367.0,31618.35,37811,110606229.0,822555.0,5.4568817489930215,55190.51405455965,5.467561637621137,3.143112744637507,0.5748655347587509,0.8475632288899371,0.21560709966340785,0.4826562801231207,0.9977863775960265
